highest,monthYear,count,country
Community,2014-08-01,1,ALB
Community,2014-09-01,1,ALB
Community,2014-10-01,1,ALB
Community,2014-11-01,1,ALB
Community,2014-12-01,0,ALB
Community,2015-01-01,2,ALB
Community,2015-02-01,1,ALB
Community,2015-03-01,1,ALB
Community,2015-04-01,0,ALB
Community,2015-05-01,1,ALB
Community,2015-06-01,1,ALB
Community,2015-07-01,1,ALB
Community,2015-08-01,0,ALB
Community,2015-09-01,0,ALB
Community,2011-05-01,0,AND
Community,2011-06-01,0,AND
Community,2011-07-01,0,AND
Community,2011-08-01,0,AND
Community,2011-09-01,0,AND
Community,2011-10-01,0,AND
Community,2011-11-01,0,AND
Community,2011-12-01,0,AND
Community,2012-01-01,0,AND
Community,2012-02-01,0,AND
Community,2012-03-01,0,AND
Community,2012-04-01,0,AND
Community,2012-05-01,0,AND
Community,2012-06-01,0,AND
Community,2012-07-01,0,AND
Community,2012-08-01,0,AND
Community,2012-09-01,0,AND
Community,2012-10-01,0,AND
Community,2012-11-01,0,AND
Community,2012-12-01,0,AND
Community,2013-01-01,0,AND
Community,2013-02-01,0,AND
Community,2013-03-01,0,AND
Community,2013-04-01,0,AND
Community,2013-05-01,4,AND
Community,2013-06-01,1,AND
Community,2013-07-01,0,AND
Community,2013-08-01,0,AND
Community,2013-09-01,0,AND
Community,2013-10-01,0,AND
Community,2013-11-01,0,AND
Community,2013-12-01,1,AND
Community,2014-01-01,1,AND
Community,2014-02-01,1,AND
Community,2014-03-01,1,AND
Community,2014-04-01,0,AND
Community,2014-05-01,0,AND
Community,2014-06-01,0,AND
Community,2014-07-01,0,AND
Community,2014-08-01,0,AND
Community,2014-09-01,0,AND
Community,2014-10-01,1,AND
Community,2014-11-01,0,AND
Community,2014-12-01,0,AND
Community,2015-01-01,0,AND
Community,2015-02-01,1,AND
Community,2015-03-01,0,AND
Community,2015-04-01,0,AND
Community,2015-05-01,0,AND
Community,2015-06-01,0,AND
Community,2015-07-01,0,AND
Community,2015-08-01,0,AND
Community,2015-09-01,0,AND
Community,2011-05-01,0,ANT
Community,2011-06-01,0,ANT
Community,2011-07-01,0,ANT
Community,2011-08-01,0,ANT
Community,2011-09-01,0,ANT
Community,2011-10-01,0,ANT
Community,2011-11-01,0,ANT
Community,2011-12-01,0,ANT
Community,2012-01-01,0,ANT
Community,2012-02-01,0,ANT
Community,2012-03-01,0,ANT
Community,2012-04-01,0,ANT
Community,2012-05-01,0,ANT
Community,2012-06-01,0,ANT
Community,2012-07-01,0,ANT
Community,2012-08-01,0,ANT
Community,2012-09-01,0,ANT
Community,2012-10-01,0,ANT
Community,2012-11-01,0,ANT
Community,2012-12-01,0,ANT
Community,2013-01-01,0,ANT
Community,2013-02-01,0,ANT
Community,2013-03-01,0,ANT
Community,2013-04-01,0,ANT
Community,2013-05-01,1,ANT
Community,2013-06-01,0,ANT
Community,2013-07-01,0,ANT
Community,2013-08-01,0,ANT
Community,2013-09-01,0,ANT
Community,2013-10-01,0,ANT
Community,2013-11-01,0,ANT
Community,2013-12-01,0,ANT
Community,2014-01-01,0,ANT
Community,2014-02-01,0,ANT
Community,2014-03-01,0,ANT
Community,2014-04-01,0,ANT
Community,2014-05-01,1,ANT
Community,2014-06-01,0,ANT
Community,2014-07-01,0,ANT
Community,2014-08-01,0,ANT
Community,2014-09-01,0,ANT
Community,2014-10-01,0,ANT
Community,2014-11-01,0,ANT
Community,2014-12-01,0,ANT
Community,2015-01-01,0,ANT
Community,2015-02-01,0,ANT
Community,2015-03-01,0,ANT
Community,2015-04-01,0,ANT
Community,2015-05-01,0,ANT
Community,2015-06-01,0,ANT
Community,2015-07-01,1,ANT
Community,2015-08-01,0,ANT
Community,2015-09-01,0,ANT
Community,2011-05-01,0,ARE
Community,2011-06-01,2,ARE
Community,2011-07-01,0,ARE
Community,2011-08-01,0,ARE
Community,2011-09-01,0,ARE
Community,2011-10-01,1,ARE
Community,2011-11-01,0,ARE
Community,2011-12-01,0,ARE
Community,2012-01-01,0,ARE
Community,2012-02-01,0,ARE
Community,2012-03-01,0,ARE
Community,2012-04-01,0,ARE
Community,2012-05-01,2,ARE
Community,2012-06-01,4,ARE
Community,2012-07-01,0,ARE
Community,2012-08-01,1,ARE
Community,2012-09-01,1,ARE
Community,2012-10-01,2,ARE
Community,2012-11-01,0,ARE
Community,2012-12-01,0,ARE
Community,2013-01-01,0,ARE
Community,2013-02-01,0,ARE
Community,2013-03-01,0,ARE
Community,2013-04-01,0,ARE
Community,2013-05-01,4,ARE
Community,2013-06-01,5,ARE
Community,2013-07-01,0,ARE
Community,2013-08-01,0,ARE
Community,2013-09-01,1,ARE
Community,2013-10-01,0,ARE
Community,2013-11-01,1,ARE
Community,2013-12-01,0,ARE
Community,2014-01-01,2,ARE
Community,2014-02-01,1,ARE
Community,2014-03-01,1,ARE
Community,2014-04-01,0,ARE
Community,2014-05-01,0,ARE
Community,2014-06-01,1,ARE
Community,2014-07-01,1,ARE
Community,2014-08-01,0,ARE
Community,2014-09-01,0,ARE
Community,2014-10-01,2,ARE
Community,2014-11-01,1,ARE
Community,2014-12-01,0,ARE
Community,2015-01-01,0,ARE
Community,2015-02-01,1,ARE
Community,2015-03-01,2,ARE
Community,2015-04-01,0,ARE
Community,2015-05-01,0,ARE
Community,2015-06-01,0,ARE
Community,2015-07-01,1,ARE
Community,2015-08-01,0,ARE
Community,2015-09-01,0,ARE
Community,2011-05-01,1,ARG
Community,2011-06-01,3,ARG
Community,2011-07-01,2,ARG
Community,2011-08-01,1,ARG
Community,2011-09-01,0,ARG
Community,2011-10-01,1,ARG
Community,2011-11-01,0,ARG
Community,2011-12-01,0,ARG
Community,2012-01-01,0,ARG
Community,2012-02-01,0,ARG
Community,2012-03-01,0,ARG
Community,2012-04-01,0,ARG
Community,2012-05-01,4,ARG
Community,2012-06-01,4,ARG
Community,2012-07-01,1,ARG
Community,2012-08-01,2,ARG
Community,2012-09-01,1,ARG
Community,2012-10-01,0,ARG
Community,2012-11-01,1,ARG
Community,2012-12-01,1,ARG
Community,2013-01-01,0,ARG
Community,2013-02-01,1,ARG
Community,2013-03-01,3,ARG
Community,2013-04-01,1,ARG
Community,2013-05-01,20,ARG
Community,2013-06-01,4,ARG
Community,2013-07-01,3,ARG
Community,2013-08-01,0,ARG
Community,2013-09-01,5,ARG
Community,2013-10-01,3,ARG
Community,2013-11-01,5,ARG
Community,2013-12-01,1,ARG
Community,2014-01-01,6,ARG
Community,2014-02-01,3,ARG
Community,2014-03-01,2,ARG
Community,2014-04-01,3,ARG
Community,2014-05-01,25,ARG
Community,2014-06-01,2,ARG
Community,2014-07-01,5,ARG
Community,2014-08-01,5,ARG
Community,2014-09-01,1,ARG
Community,2014-10-01,3,ARG
Community,2014-11-01,1,ARG
Community,2014-12-01,5,ARG
Community,2015-01-01,3,ARG
Community,2015-02-01,1,ARG
Community,2015-03-01,54,ARG
Community,2015-04-01,4,ARG
Community,2015-05-01,1,ARG
Community,2015-06-01,6,ARG
Community,2015-07-01,1,ARG
Community,2015-08-01,3,ARG
Community,2015-09-01,1,ARG
Community,2011-05-01,2,ARM
Community,2011-06-01,2,ARM
Community,2011-07-01,0,ARM
Community,2011-08-01,0,ARM
Community,2011-09-01,0,ARM
Community,2011-10-01,2,ARM
Community,2011-11-01,0,ARM
Community,2011-12-01,0,ARM
Community,2012-01-01,0,ARM
Community,2012-02-01,0,ARM
Community,2012-03-01,1,ARM
Community,2012-04-01,0,ARM
Community,2012-05-01,0,ARM
Community,2012-06-01,0,ARM
Community,2012-07-01,0,ARM
Community,2012-08-01,1,ARM
Community,2012-09-01,0,ARM
Community,2012-10-01,2,ARM
Community,2012-11-01,0,ARM
Community,2012-12-01,0,ARM
Community,2013-01-01,2,ARM
Community,2013-02-01,0,ARM
Community,2013-03-01,1,ARM
Community,2013-04-01,0,ARM
Community,2013-05-01,4,ARM
Community,2013-06-01,0,ARM
Community,2013-07-01,1,ARM
Community,2013-08-01,1,ARM
Community,2013-09-01,0,ARM
Community,2013-10-01,0,ARM
Community,2013-11-01,0,ARM
Community,2013-12-01,2,ARM
Community,2014-01-01,1,ARM
Community,2014-02-01,0,ARM
Community,2014-03-01,1,ARM
Community,2014-04-01,0,ARM
Community,2014-05-01,1,ARM
Community,2014-06-01,0,ARM
Community,2014-07-01,0,ARM
Community,2014-08-01,2,ARM
Community,2014-09-01,1,ARM
Community,2014-10-01,0,ARM
Community,2014-11-01,0,ARM
Community,2014-12-01,0,ARM
Community,2015-01-01,0,ARM
Community,2015-02-01,0,ARM
Community,2015-03-01,0,ARM
Community,2015-04-01,0,ARM
Community,2015-05-01,1,ARM
Community,2015-06-01,0,ARM
Community,2015-07-01,0,ARM
Community,2015-08-01,0,ARM
Community,2015-09-01,0,ARM
Community,2011-05-01,0,ATG
Community,2011-06-01,0,ATG
Community,2011-07-01,0,ATG
Community,2011-08-01,0,ATG
Community,2011-09-01,0,ATG
Community,2011-10-01,0,ATG
Community,2011-11-01,0,ATG
Community,2011-12-01,0,ATG
Community,2012-01-01,0,ATG
Community,2012-02-01,0,ATG
Community,2012-03-01,0,ATG
Community,2012-04-01,0,ATG
Community,2012-05-01,0,ATG
Community,2012-06-01,1,ATG
Community,2012-07-01,1,ATG
Community,2012-08-01,1,ATG
Community,2012-09-01,0,ATG
Community,2012-10-01,0,ATG
Community,2012-11-01,0,ATG
Community,2012-12-01,0,ATG
Community,2013-01-01,0,ATG
Community,2013-02-01,0,ATG
Community,2013-03-01,0,ATG
Community,2013-04-01,0,ATG
Community,2013-05-01,0,ATG
Community,2013-06-01,1,ATG
Community,2013-07-01,0,ATG
Community,2013-08-01,0,ATG
Community,2013-09-01,0,ATG
Community,2013-10-01,0,ATG
Community,2013-11-01,0,ATG
Community,2013-12-01,0,ATG
Community,2014-01-01,0,ATG
Community,2014-02-01,0,ATG
Community,2014-03-01,0,ATG
Community,2014-04-01,0,ATG
Community,2014-05-01,0,ATG
Community,2014-06-01,0,ATG
Community,2014-07-01,0,ATG
Community,2014-08-01,0,ATG
Community,2014-09-01,1,ATG
Community,2014-10-01,1,ATG
Community,2014-11-01,1,ATG
Community,2014-12-01,0,ATG
Community,2015-01-01,0,ATG
Community,2015-02-01,1,ATG
Community,2015-03-01,0,ATG
Community,2015-04-01,0,ATG
Community,2015-05-01,0,ATG
Community,2015-06-01,0,ATG
Community,2015-07-01,0,ATG
Community,2015-08-01,0,ATG
Community,2015-09-01,0,ATG
Community,2011-05-01,42,AUS
Community,2011-06-01,20,AUS
Community,2011-07-01,10,AUS
Community,2011-08-01,5,AUS
Community,2011-09-01,3,AUS
Community,2011-10-01,3,AUS
Community,2011-11-01,5,AUS
Community,2011-12-01,3,AUS
Community,2012-01-01,5,AUS
Community,2012-02-01,4,AUS
Community,2012-03-01,5,AUS
Community,2012-04-01,3,AUS
Community,2012-05-01,59,AUS
Community,2012-06-01,25,AUS
Community,2012-07-01,8,AUS
Community,2012-08-01,69,AUS
Community,2012-09-01,11,AUS
Community,2012-10-01,14,AUS
Community,2012-11-01,4,AUS
Community,2012-12-01,6,AUS
Community,2013-01-01,3,AUS
Community,2013-02-01,17,AUS
Community,2013-03-01,29,AUS
Community,2013-04-01,16,AUS
Community,2013-05-01,111,AUS
Community,2013-06-01,47,AUS
Community,2013-07-01,11,AUS
Community,2013-08-01,11,AUS
Community,2013-09-01,20,AUS
Community,2013-10-01,35,AUS
Community,2013-11-01,23,AUS
Community,2013-12-01,9,AUS
Community,2014-01-01,32,AUS
Community,2014-02-01,76,AUS
Community,2014-03-01,43,AUS
Community,2014-04-01,40,AUS
Community,2014-05-01,85,AUS
Community,2014-06-01,57,AUS
Community,2014-07-01,54,AUS
Community,2014-08-01,76,AUS
Community,2014-09-01,36,AUS
Community,2014-10-01,53,AUS
Community,2014-11-01,9,AUS
Community,2014-12-01,11,AUS
Community,2015-01-01,8,AUS
Community,2015-02-01,56,AUS
Community,2015-03-01,43,AUS
Community,2015-04-01,57,AUS
Community,2015-05-01,46,AUS
Community,2015-06-01,23,AUS
Community,2015-07-01,55,AUS
Community,2015-08-01,45,AUS
Community,2015-09-01,7,AUS
Community,2011-05-01,16,AUT
Community,2011-06-01,2,AUT
Community,2011-07-01,0,AUT
Community,2011-08-01,0,AUT
Community,2011-09-01,1,AUT
Community,2011-10-01,1,AUT
Community,2011-11-01,1,AUT
Community,2011-12-01,3,AUT
Community,2012-01-01,0,AUT
Community,2012-02-01,0,AUT
Community,2012-03-01,1,AUT
Community,2012-04-01,4,AUT
Community,2012-05-01,72,AUT
Community,2012-06-01,11,AUT
Community,2012-07-01,4,AUT
Community,2012-08-01,2,AUT
Community,2012-09-01,2,AUT
Community,2012-10-01,10,AUT
Community,2012-11-01,8,AUT
Community,2012-12-01,3,AUT
Community,2013-01-01,5,AUT
Community,2013-02-01,3,AUT
Community,2013-03-01,7,AUT
Community,2013-04-01,8,AUT
Community,2013-05-01,50,AUT
Community,2013-06-01,11,AUT
Community,2013-07-01,3,AUT
Community,2013-08-01,5,AUT
Community,2013-09-01,17,AUT
Community,2013-10-01,22,AUT
Community,2013-11-01,4,AUT
Community,2013-12-01,2,AUT
Community,2014-01-01,61,AUT
Community,2014-02-01,5,AUT
Community,2014-03-01,10,AUT
Community,2014-04-01,4,AUT
Community,2014-05-01,13,AUT
Community,2014-06-01,5,AUT
Community,2014-07-01,0,AUT
Community,2014-08-01,5,AUT
Community,2014-09-01,14,AUT
Community,2014-10-01,26,AUT
Community,2014-11-01,5,AUT
Community,2014-12-01,8,AUT
Community,2015-01-01,9,AUT
Community,2015-02-01,4,AUT
Community,2015-03-01,7,AUT
Community,2015-04-01,6,AUT
Community,2015-05-01,2,AUT
Community,2015-06-01,17,AUT
Community,2015-07-01,2,AUT
Community,2015-08-01,1,AUT
Community,2015-09-01,0,AUT
Community,2011-05-01,0,AZE
Community,2011-06-01,0,AZE
Community,2011-07-01,0,AZE
Community,2011-08-01,0,AZE
Community,2011-09-01,0,AZE
Community,2011-10-01,1,AZE
Community,2011-11-01,0,AZE
Community,2011-12-01,0,AZE
Community,2012-01-01,0,AZE
Community,2012-02-01,0,AZE
Community,2012-03-01,0,AZE
Community,2012-04-01,0,AZE
Community,2012-05-01,3,AZE
Community,2012-06-01,0,AZE
Community,2012-07-01,0,AZE
Community,2012-08-01,1,AZE
Community,2012-09-01,0,AZE
Community,2012-10-01,0,AZE
Community,2012-11-01,0,AZE
Community,2012-12-01,0,AZE
Community,2013-01-01,0,AZE
Community,2013-02-01,0,AZE
Community,2013-03-01,0,AZE
Community,2013-04-01,1,AZE
Community,2013-05-01,2,AZE
Community,2013-06-01,1,AZE
Community,2013-07-01,0,AZE
Community,2013-08-01,1,AZE
Community,2013-09-01,1,AZE
Community,2013-10-01,0,AZE
Community,2013-11-01,0,AZE
Community,2013-12-01,0,AZE
Community,2014-01-01,0,AZE
Community,2014-02-01,0,AZE
Community,2014-03-01,0,AZE
Community,2014-04-01,1,AZE
Community,2014-05-01,1,AZE
Community,2014-06-01,0,AZE
Community,2014-07-01,1,AZE
Community,2014-08-01,0,AZE
Community,2014-09-01,3,AZE
Community,2014-10-01,2,AZE
Community,2014-11-01,0,AZE
Community,2014-12-01,0,AZE
Community,2015-01-01,0,AZE
Community,2015-02-01,1,AZE
Community,2015-03-01,0,AZE
Community,2015-04-01,0,AZE
Community,2015-05-01,2,AZE
Community,2015-06-01,0,AZE
Community,2015-07-01,0,AZE
Community,2015-08-01,0,AZE
Community,2015-09-01,0,AZE
Community,2011-05-01,0,BDI
Community,2011-06-01,0,BDI
Community,2011-07-01,0,BDI
Community,2011-08-01,0,BDI
Community,2011-09-01,0,BDI
Community,2011-10-01,0,BDI
Community,2011-11-01,0,BDI
Community,2011-12-01,0,BDI
Community,2012-01-01,0,BDI
Community,2012-02-01,0,BDI
Community,2012-03-01,0,BDI
Community,2012-04-01,0,BDI
Community,2012-05-01,0,BDI
Community,2012-06-01,0,BDI
Community,2012-07-01,0,BDI
Community,2012-08-01,0,BDI
Community,2012-09-01,0,BDI
Community,2012-10-01,0,BDI
Community,2012-11-01,0,BDI
Community,2012-12-01,1,BDI
Community,2013-01-01,0,BDI
Community,2013-02-01,0,BDI
Community,2013-03-01,0,BDI
Community,2013-04-01,0,BDI
Community,2013-05-01,0,BDI
Community,2013-06-01,0,BDI
Community,2013-07-01,0,BDI
Community,2013-08-01,0,BDI
Community,2013-09-01,0,BDI
Community,2013-10-01,1,BDI
Community,2013-11-01,0,BDI
Community,2013-12-01,0,BDI
Community,2014-01-01,0,BDI
Community,2014-02-01,0,BDI
Community,2014-03-01,0,BDI
Community,2014-04-01,1,BDI
Community,2014-05-01,0,BDI
Community,2014-06-01,0,BDI
Community,2014-07-01,0,BDI
Community,2014-08-01,0,BDI
Community,2014-09-01,0,BDI
Community,2014-10-01,0,BDI
Community,2014-11-01,0,BDI
Community,2014-12-01,0,BDI
Community,2015-01-01,0,BDI
Community,2015-02-01,0,BDI
Community,2015-03-01,0,BDI
Community,2015-04-01,0,BDI
Community,2015-05-01,1,BDI
Community,2015-06-01,0,BDI
Community,2015-07-01,0,BDI
Community,2015-08-01,0,BDI
Community,2015-09-01,0,BDI
Community,2011-05-01,13,BEL
Community,2011-06-01,4,BEL
Community,2011-07-01,0,BEL
Community,2011-08-01,1,BEL
Community,2011-09-01,0,BEL
Community,2011-10-01,0,BEL
Community,2011-11-01,1,BEL
Community,2011-12-01,1,BEL
Community,2012-01-01,9,BEL
Community,2012-02-01,0,BEL
Community,2012-03-01,1,BEL
Community,2012-04-01,0,BEL
Community,2012-05-01,28,BEL
Community,2012-06-01,9,BEL
Community,2012-07-01,4,BEL
Community,2012-08-01,8,BEL
Community,2012-09-01,7,BEL
Community,2012-10-01,6,BEL
Community,2012-11-01,5,BEL
Community,2012-12-01,7,BEL
Community,2013-01-01,4,BEL
Community,2013-02-01,6,BEL
Community,2013-03-01,8,BEL
Community,2013-04-01,2,BEL
Community,2013-05-01,79,BEL
Community,2013-06-01,22,BEL
Community,2013-07-01,1,BEL
Community,2013-08-01,6,BEL
Community,2013-09-01,6,BEL
Community,2013-10-01,5,BEL
Community,2013-11-01,13,BEL
Community,2013-12-01,6,BEL
Community,2014-01-01,7,BEL
Community,2014-02-01,2,BEL
Community,2014-03-01,11,BEL
Community,2014-04-01,4,BEL
Community,2014-05-01,6,BEL
Community,2014-06-01,4,BEL
Community,2014-07-01,1,BEL
Community,2014-08-01,7,BEL
Community,2014-09-01,2,BEL
Community,2014-10-01,6,BEL
Community,2014-11-01,1,BEL
Community,2014-12-01,5,BEL
Community,2015-01-01,4,BEL
Community,2015-02-01,2,BEL
Community,2015-03-01,4,BEL
Community,2015-04-01,9,BEL
Community,2015-05-01,6,BEL
Community,2015-06-01,5,BEL
Community,2015-07-01,2,BEL
Community,2015-08-01,4,BEL
Community,2015-09-01,1,BEL
Community,2011-05-01,0,BEN
Community,2011-06-01,0,BEN
Community,2011-07-01,0,BEN
Community,2011-08-01,0,BEN
Community,2011-09-01,0,BEN
Community,2011-10-01,0,BEN
Community,2011-11-01,0,BEN
Community,2011-12-01,0,BEN
Community,2012-01-01,0,BEN
Community,2012-02-01,0,BEN
Community,2012-03-01,0,BEN
Community,2012-04-01,0,BEN
Community,2012-05-01,0,BEN
Community,2012-06-01,0,BEN
Community,2012-07-01,0,BEN
Community,2012-08-01,0,BEN
Community,2012-09-01,0,BEN
Community,2012-10-01,0,BEN
Community,2012-11-01,0,BEN
Community,2012-12-01,1,BEN
Community,2013-01-01,0,BEN
Community,2013-02-01,0,BEN
Community,2013-03-01,0,BEN
Community,2013-04-01,0,BEN
Community,2013-05-01,0,BEN
Community,2013-06-01,1,BEN
Community,2013-07-01,0,BEN
Community,2013-08-01,0,BEN
Community,2013-09-01,0,BEN
Community,2013-10-01,0,BEN
Community,2013-11-01,0,BEN
Community,2013-12-01,0,BEN
Community,2014-01-01,0,BEN
Community,2014-02-01,0,BEN
Community,2014-03-01,0,BEN
Community,2014-04-01,0,BEN
Community,2014-05-01,0,BEN
Community,2014-06-01,0,BEN
Community,2014-07-01,0,BEN
Community,2014-08-01,0,BEN
Community,2014-09-01,0,BEN
Community,2014-10-01,0,BEN
Community,2014-11-01,0,BEN
Community,2014-12-01,0,BEN
Community,2015-01-01,0,BEN
Community,2015-02-01,0,BEN
Community,2015-03-01,0,BEN
Community,2015-04-01,0,BEN
Community,2015-05-01,0,BEN
Community,2015-06-01,0,BEN
Community,2015-07-01,0,BEN
Community,2015-08-01,0,BEN
Community,2015-09-01,0,BEN
Community,2011-05-01,0,BFA
Community,2011-06-01,0,BFA
Community,2011-07-01,0,BFA
Community,2011-08-01,0,BFA
Community,2011-09-01,0,BFA
Community,2011-10-01,0,BFA
Community,2011-11-01,0,BFA
Community,2011-12-01,0,BFA
Community,2012-01-01,0,BFA
Community,2012-02-01,0,BFA
Community,2012-03-01,0,BFA
Community,2012-04-01,0,BFA
Community,2012-05-01,0,BFA
Community,2012-06-01,0,BFA
Community,2012-07-01,0,BFA
Community,2012-08-01,0,BFA
Community,2012-09-01,0,BFA
Community,2012-10-01,0,BFA
Community,2012-11-01,0,BFA
Community,2012-12-01,0,BFA
Community,2013-01-01,0,BFA
Community,2013-02-01,0,BFA
Community,2013-03-01,0,BFA
Community,2013-04-01,0,BFA
Community,2013-05-01,1,BFA
Community,2013-06-01,0,BFA
Community,2013-07-01,0,BFA
Community,2013-08-01,0,BFA
Community,2013-09-01,0,BFA
Community,2013-10-01,0,BFA
Community,2013-11-01,0,BFA
Community,2013-12-01,0,BFA
Community,2014-01-01,0,BFA
Community,2014-02-01,0,BFA
Community,2014-03-01,0,BFA
Community,2014-04-01,0,BFA
Community,2014-05-01,0,BFA
Community,2014-06-01,0,BFA
Community,2014-07-01,0,BFA
Community,2014-08-01,0,BFA
Community,2014-09-01,0,BFA
Community,2014-10-01,0,BFA
Community,2014-11-01,0,BFA
Community,2014-12-01,0,BFA
Community,2015-01-01,0,BFA
Community,2015-02-01,0,BFA
Community,2015-03-01,0,BFA
Community,2015-04-01,0,BFA
Community,2015-05-01,0,BFA
Community,2015-06-01,0,BFA
Community,2015-07-01,0,BFA
Community,2015-08-01,0,BFA
Community,2015-09-01,0,BFA
Community,2011-05-01,0,BGD
Community,2011-06-01,1,BGD
Community,2011-07-01,0,BGD
Community,2011-08-01,0,BGD
Community,2011-09-01,0,BGD
Community,2011-10-01,0,BGD
Community,2011-11-01,0,BGD
Community,2011-12-01,0,BGD
Community,2012-01-01,0,BGD
Community,2012-02-01,0,BGD
Community,2012-03-01,0,BGD
Community,2012-04-01,0,BGD
Community,2012-05-01,1,BGD
Community,2012-06-01,0,BGD
Community,2012-07-01,0,BGD
Community,2012-08-01,1,BGD
Community,2012-09-01,1,BGD
Community,2012-10-01,0,BGD
Community,2012-11-01,0,BGD
Community,2012-12-01,1,BGD
Community,2013-01-01,0,BGD
Community,2013-02-01,0,BGD
Community,2013-03-01,0,BGD
Community,2013-04-01,0,BGD
Community,2013-05-01,5,BGD
Community,2013-06-01,1,BGD
Community,2013-07-01,0,BGD
Community,2013-08-01,0,BGD
Community,2013-09-01,2,BGD
Community,2013-10-01,0,BGD
Community,2013-11-01,0,BGD
Community,2013-12-01,1,BGD
Community,2014-01-01,1,BGD
Community,2014-02-01,3,BGD
Community,2014-03-01,0,BGD
Community,2014-04-01,0,BGD
Community,2014-05-01,5,BGD
Community,2014-06-01,0,BGD
Community,2014-07-01,0,BGD
